Mã bản tin,Tên xe,Giá tiền,Ngày đăng tin,Năm sản xuất,Nhiên liệu,Kiểu dáng,Tình trạng,Số km đã đi,Hộp số,Xuất xứ,Địa điểm,URL,Giá tiền (triệu),Số km đã đi (km)
23371832,Mazda 3 1.6 AT 2017,378 triệu,30/09/2025,2017,Máy xăng,Sedan,Xe cũ,72.000 km,Số tự động,Trong nước,Bình Dương,https://oto.com.vn/mua-ban-xe-mazda-3-binh-duong/2017-15-at-sedan-72000-km-aidxc23371832,378,72000
23366848,Mazda 3 1.6 AT 2018,340 triệu,17/09/2025,2018,Máy xăng,Sedan,Xe cũ,100 km,Số tự động,Trong nước,Bình Dương,https://oto.com.vn/mua-ban-xe-mazda-3-binh-duong/2018-15-at-xe-dep-san-dung-gia-re-cho-gd-aidxc23366848,340,100
23372911,Mazda 3 2018,385 triệu,4/10/2025,2018,Máy xăng,Sedan,Xe cũ,85.000 km,Số tự động,Trong nước,Bình Dương,https://oto.com.vn/mua-ban-xe-mazda-3-binh-duong/2018-85000-km-aidxc23372911,385,85000
23371705,Mazda 3 2019,395 triệu,30/09/2025,2019,Máy xăng,SUV,Xe cũ,50.000 km,Số tự động,Trong nước,Bình Dương,https://oto.com.vn/mua-ban-xe-mazda-3-binh-duong/2019-so-tu-dong-tai-aidxc23371705,395,82159.70347
23367827,Mazda 3 Sedan 1.5L Luxury 2023,565 triệu,19/09/2025,2023,Máy xăng,Sedan,Xe cũ,34.000 km,Số tự động,Trong nước,Dĩ An - Bình Dương,https://oto.com.vn/mua-ban-xe-mazda-3-binh-duong/202-15l-luxury-1-chu-tu-dau-di-cuc-it-aidxc23367827,565,34000
23366167,Mazda 3 Sedan 1.5L Luxury 2020,498 triệu,15/09/2025,2020,Máy xăng,Sedan,Xe cũ,31.000 km,Số tự động,Trong nước,Bắc Tân Uyên - Bình Dương,https://oto.com.vn/mua-ban-xe-mazda-3-binh-duong/2020-15l-luxury-1000-km-chi-498tr-aidxc23366167,498,31000
23373237,Mazda 3 2021,550 triệu,4/10/2025,2021,Máy xăng,Sedan,Xe cũ,33.000 km,Số tự động,Trong nước,Bình Dương,https://oto.com.vn/mua-ban-xe-mazda-3-binh-duong/2021-15l-sport-deluxe-000-km-aidxc23373237,550,33000
23339024,Mazda 3 1.6 AT 2017,408 triệu,29/08/2025,2017,Máy xăng,Sedan,Xe cũ,80.000 km,Số tự động,Trong nước,Dĩ An - Bình Dương,https://oto.com.vn/mua-ban-xe-mazda-3-binh-duong/form-2018-phanh-dien-tu-odo-8-van-km-aidxc23339024,408,80000
23368869,Mazda 3 2016,365 triệu,22/09/2025,2016,Máy xăng,Hatchback,Xe cũ,50.000 km,Số tự động,Nhập khẩu,Bình Dương,https://oto.com.vn/mua-ban-xe-mazda-3-binh-duong/xe-1-chu-su-dung-tu-moi-khong-taxci-dich-vu-k-tai-nan-ngap-nuoc-aidxc23368869,365,82159.70347
23340717,Mazda 3 Sport 2.0L Signature Premium 2021,579 triệu,13/07/2025,2021,Máy xăng,Hatchback,Xe cũ,84.000 km,Số tự động,Trong nước,Dĩ An - Bình Dương,https://oto.com.vn/mua-ban-xe-mazda-3-binh-duong/xe-cu-chat-luong-cao-ho-tro-vay-ngan-hang-toan-quoc-aidxc23340717,579,84000
23231648,Mazda 3 Sedan 1.5L Deluxe 2018,445 triệu,15/09/2025,2018,Máy xăng,Sedan,Xe cũ,76.000 km,Số tự động,Trong nước,Thuận An - Bình Dương,https://oto.com.vn/mua-ban-xe-mazda-3-binh-duong/xe-sieu-dep-aidxc23231648,445,76000
23365772,Mazda 3 2.0L Sedan 2018,400 triệu,14/09/2025,2018,Máy xăng,Sedan,Xe cũ,123.231 km,Số tự động,Trong nước,Bình Thuận,https://oto.com.vn/mua-ban-xe-mazda-3-binh-thuan/2018-20l-aidxc23365772,400,123231
23373603,Mazda 3 2015,325 triệu,6/10/2025,2015,Máy xăng,Hatchback,Xe cũ,150.000 km,Số tự động,Nhập khẩu,Cần Thơ,https://oto.com.vn/mua-ban-xe-mazda-3-can-tho/2015-15-at-hatchback-150000-km-aidxc23373603,325,150000
23368966,Mazda 3 1.6 AT 2018,420 triệu,22/09/2025,2018,Máy xăng,Sedan,Xe cũ,85.000 km,Số tự động,Trong nước,Sơn Tịnh - Cần Thơ,https://oto.com.vn/mua-ban-xe-mazda-3-can-tho/2018-15-at-sedan-ban-xe-dang-chay-di-hoc-aidxc23368966,420,85000
23372445,Mazda 3 Premium 2019,488 triệu,2/10/2025,2019,Máy xăng,Sedan,Xe cũ,61.000 km,Số tự động,Trong nước,Cần Thơ,https://oto.com.vn/mua-ban-xe-mazda-3-can-tho/2019-20l-premium-61000-km-aidxc23372445,488,61000
23368838,Mazda 3 Sedan 1.5L Deluxe 2020,440 triệu,22/09/2025,2020,Máy xăng,Sedan,Xe cũ,90.000 km,Số tự động,Trong nước,Cần Thơ,https://oto.com.vn/mua-ban-xe-mazda-3-can-tho/2020-15l-deluxe-90000-km-aidxc23368838,440,90000
23368149,Mazda 3 Sedan 1.5L Deluxe 2020,450 triệu,20/09/2025,2020,Máy xăng,Sedan,Xe cũ,101.000 km,Số tự động,Trong nước,Cần Thơ,https://oto.com.vn/mua-ban-xe-mazda-3-can-tho/2020-15l-deluxe-aidxc23368149,450,101000
23371841,Mazda 3 2020,410 triệu,30/09/2025,2020,Máy xăng,SUV,Xe cũ,50.000 km,Số tự động,Trong nước,Cần Thơ,https://oto.com.vn/mua-ban-xe-mazda-3-can-tho/2020-tai-aidxc23371841,410,82159.70347
23374030,Mazda 3 Sedan 1.5L Luxury 2022,558 triệu,7/10/2025,2022,Máy xăng,Sedan,Xe cũ,21.000 km,Số tự động,Trong nước,Cần Thơ,https://oto.com.vn/mua-ban-xe-mazda-3-can-tho/2022-15l-luxury-21000-km-aidxc23374030,558,21000
23374889,Mazda 3 1.5 Hatchback 2022,565 triệu,9/10/2025,2022,Máy xăng,Hatchback,Xe cũ,20.000 km,Số tự động,Trong nước,Cần Thơ,https://oto.com.vn/mua-ban-xe-mazda-3-can-tho/2022-15l-sport-premium-20000-km-aidxc23374889,565,20000
23366933,Mazda 3 Sedan 1.5L Luxury 2024,500 triệu,17/09/2025,2024,Máy xăng,Sedan,Xe cũ,33.000 km,Số tự động,Trong nước,Cần Thơ,https://oto.com.vn/mua-ban-xe-mazda-3-can-tho/2024-15l-luxury-000-km-aidxc23366933,500,33000
23349244,Mazda 3 1.5L Sedan 2015,355 triệu,31/07/2025,2015,Máy xăng,Sedan,Xe cũ,137.000 km,Số tự động,Trong nước,Liên Chiểu - Đà Nẵng,https://oto.com.vn/mua-ban-xe-mazda-3-da-nang/15l-sedan-2015-aidxc23349244,355,137000
23366192,Mazda 3 1.6 AT 2016,380 triệu,16/09/2025,2016,Máy xăng,Sedan,Xe cũ,79.000 km,Số tự động,Nhập khẩu,Đà Nẵng,https://oto.com.vn/mua-ban-xe-mazda-3-da-nang/2016-15-at-sedan-79000-km-aidxc23366192,380,79000
23367602,Mazda 3 1.6 AT 2018,395 triệu,18/09/2025,2018,Máy xăng,Sedan,Xe cũ,52.000 km,Số tự động,Trong nước,Đà Nẵng,https://oto.com.vn/mua-ban-xe-mazda-3-da-nang/2018-15-at-sedan-52000-km-aidxc23367602,395,52000
23373039,Mazda 3 1.5 Hatchback 2019,430 triệu,4/10/2025,2019,Máy xăng,Hatchback,Xe cũ,35.000 km,Số tự động,Trong nước,Đà Nẵng,https://oto.com.vn/mua-ban-xe-mazda-3-da-nang/2019-15l-sport-deluxe-5000-km-aidxc23373039,430,35000
23365632,Mazda 3 Sedan 1.5L Deluxe 2019,415 triệu,14/09/2025,2019,Máy xăng,Sedan,Xe cũ,76.000 km,Số tự động,Trong nước,Đà Nẵng,https://oto.com.vn/mua-ban-xe-mazda-3-da-nang/2019-fom-2020-aidxc23365632,415,76000
23366046,Mazda 3 Sedan 1.5L Luxury 2022,470 triệu,15/09/2025,2022,Máy xăng,Sedan,Xe cũ,20.000 km,Số tự động,Trong nước,Đà Nẵng,https://oto.com.vn/mua-ban-xe-mazda-3-da-nang/2022-15l-luxury-20000-km-aidxc23366046,470,20000
23367572,Mazda 3 Sedan 1.5L Luxury 2022,555 triệu,18/09/2025,2022,Máy xăng,Sedan,Xe cũ,35.000 km,Số tự động,Trong nước,Đà Nẵng,https://oto.com.vn/mua-ban-xe-mazda-3-da-nang/2022-15l-luxury-5000-km-aidxc23367572,555,35000
23375433,Mazda 3 2016,350 triệu,10/10/2025,2016,Máy xăng,Sedan,Xe cũ,130.000 km,Số tự động,Nhập khẩu,Đà Nẵng,https://oto.com.vn/mua-ban-xe-mazda-3-da-nang/aaaa-sedan-2016-aaaa-aidxc23375433,350,130000
23351151,Mazda 3 1.5 Hatchback 2022,535 triệu,6/8/2025,2022,Máy xăng,Hatchback,Xe cũ,49.000 km,Số tự động,Trong nước,Hải Châu - Đà Nẵng,https://oto.com.vn/mua-ban-xe-mazda-3-da-nang/ban-full-sport-luxury-xe-dep-nu-it-di-aidxc23351151,535,49000
23366184,Mazda 3 Sedan 1.5L Luxury 2022,469 triệu,15/09/2025,2022,Máy xăng,Sedan,Xe cũ,19.800 km,Số tự động,Trong nước,Đà Nẵng,https://oto.com.vn/mua-ban-xe-mazda-3-da-nang/ban-nhanh-aidxc23366184,469,19800
23372260,Mazda 3 2019,430 triệu,2/10/2025,2019,Máy xăng,Sedan,Xe cũ,112.000 km,Số tự động,Trong nước,Đà Nẵng,https://oto.com.vn/mua-ban-xe-mazda-3-da-nang/chinh-chu-ban-mada-2019-xe-mau-trang-aidxc23372260,430,112000
23333113,Mazda 3 1.5L Sedan 2020,490 triệu,16/06/2025,2020,Máy xăng,Sedan,Xe cũ,90.000 km,Số tự động,Trong nước,Sơn Trà - Đà Nẵng,https://oto.com.vn/mua-ban-xe-mazda-3-da-nang/luxury-mau-trang-aidxc23333113,490,90000
23350602,Mazda 3 Sedan 1.5L Deluxe 2022,490 triệu,4/8/2025,2022,Máy xăng,Sedan,Xe cũ,26.775 km,Số tự động,Trong nước,Ngũ Hành Sơn - Đà Nẵng,https://oto.com.vn/mua-ban-xe-mazda-3-da-nang/phat-mai-aidxc23350602,490,26775
23364361,Mazda 3 2.0L Sedan 2009,166 triệu,11/9/2025,2009,Máy xăng,Sedan,Xe cũ,50.000 km,Số tự động,Nhập khẩu,Đắk Lắk,https://oto.com.vn/mua-ban-xe-mazda-3-dak-lak/2009-s-20-at-166-trieu-aidxc23364361,166,82159.70347
23371184,Mazda 3 1.6 AT 2014,325 triệu,28/09/2025,2014,Máy xăng,Sedan,Xe cũ,47.000 km,Số tự động,Trong nước,Đắk Lắk,https://oto.com.vn/mua-ban-xe-mazda-3-dak-lak/2014-16-at-47000-km-aidxc23371184,325,47000
23372505,Mazda 3 1.6 AT 2014,305 triệu,2/10/2025,2014,Máy xăng,Sedan,Xe cũ,01 km,Số tự động,Nhập khẩu,Ea H'Leo - Đắk Lắk,https://oto.com.vn/mua-ban-xe-mazda-3-dak-lak/2014-so-tu-dong-aidxc23372505,305,1
23375531,Mazda 3 2015,365 triệu,10/10/2025,2015,Máy xăng,Sedan,Xe cũ,95.000 km,Số tự động,Trong nước,Đắk Lắk,https://oto.com.vn/mua-ban-xe-mazda-3-dak-lak/2015-goc-rat-dep-nhu-2019-rat-moi-aidxc23375531,365,95000
23370251,Mazda 3 1.6 AT 2017,375 triệu,25/09/2025,2017,Máy xăng,Hatchback,Xe cũ,130.000 km,Số tự động,Nhập khẩu,Đắk Lắk,https://oto.com.vn/mua-ban-xe-mazda-3-dak-lak/2017-15-at-10000-km-aidxc23370251,375,130000
23370825,Mazda 3 1.6 AT 2018,425 triệu,27/09/2025,2018,Máy xăng,Sedan,Xe cũ,86.000 km,Số tự động,Trong nước,Đắk Lắk,https://oto.com.vn/mua-ban-xe-mazda-3-dak-lak/2018-15-at-sedan-86000-km-aidxc23370825,425,86000
23371769,Mazda 3 Sedan 1.5L Luxury 2019,390 triệu,30/09/2025,2019,Máy xăng,Sedan,Xe cũ,72.000 km,Số tự động,Trong nước,Đắk Lắk,https://oto.com.vn/mua-ban-xe-mazda-3-dak-lak/2019-15l-luxury-72000-km-aidxc23371769,390,72000
23369470,Mazda 3 Sedan 1.5L Luxury 2021,525 triệu,23/09/2025,2021,Máy xăng,Sedan,Xe cũ,52.000 km,Số tự động,Trong nước,Đắk Lắk,https://oto.com.vn/mua-ban-xe-mazda-3-dak-lak/2021-15-luxury-52000-km-aidxc23369470,525,52000
23368589,Mazda 3 Sedan 1.5L Luxury 2021,495 triệu,21/09/2025,2021,Máy xăng,Sedan,Xe cũ,79.000 km,Số tự động,Trong nước,Đắk Lắk,https://oto.com.vn/mua-ban-xe-mazda-3-dak-lak/2021-15l-luxury-aidxc23368589,495,79000
23367370,Mazda 3 2018,405 triệu,18/09/2025,2018,Máy xăng,Sedan,Xe cũ,79.000 km,Số tự động,Trong nước,Đắk Lắk,https://oto.com.vn/mua-ban-xe-mazda-3-dak-lak/san-xuat-2018-sieu-luot-aidxc23367370,405,79000
23371873,Mazda 3 1.6 AT 2016,355 triệu,30/09/2025,2016,Máy xăng,Sedan,Xe cũ,92.000 km,Số tự động,Trong nước,Đồng Nai,https://oto.com.vn/mua-ban-xe-mazda-3-dong-nai/2016-15-at-sedan-92000-km-aidxc23371873,355,92000
23367063,Mazda 3 1.5 Hatchback 2019,429 triệu,17/09/2025,2019,Máy xăng,Hatchback,Xe cũ,60.000 km,Số tự động,Trong nước,Đồng Nai,https://oto.com.vn/mua-ban-xe-mazda-3-dong-nai/ban-gap-2019-sport-15l-deluxe-60000-km-aidxc23367063,429,60000
23365051,Mazda 3 Sedan 1.5L Deluxe 2019,430 triệu,12/9/2025,2019,Máy xăng,Sedan,Xe cũ,71.000 km,Số tự động,Trong nước,Đồng Nai,https://oto.com.vn/mua-ban-xe-mazda-3-dong-nai/can-ban-anh-thao-aidxc23365051,430,71000
23353852,Mazda 3 1.5L Sedan 2016,358 triệu,16/08/2025,2016,Máy xăng,Sedan,Xe cũ,100.000 km,Số tự động,Trong nước,Đồng Nai,https://oto.com.vn/mua-ban-xe-mazda-3-dong-nai/madaz-15-2016-aidxc23353852,358,100000
23349172,Mazda 3 1.6 AT 2010,245 triệu,31/07/2025,2010,Máy xăng,Sedan,Xe cũ,120.000 km,Số tự động,Nhập khẩu,Biên Hòa - Đồng Nai,https://oto.com.vn/mua-ban-xe-mazda-3-dong-nai/xe-zin-nguyen-ban-bd-full-lich-su-hang-lan-banh-12-van-aidxc23349172,245,120000
23365682,Mazda 3 Sport 2018,385 triệu,14/09/2025,2018,Máy xăng,Hatchback,Xe cũ,90.000 km,Số tự động,Trong nước,Gia Lai,https://oto.com.vn/mua-ban-xe-mazda-3-gia-lai/2018-15-at-aidxc23365682,385,90000
23364941,Mazda 3 1.6 AT 2017,375 triệu,12/9/2025,2017,Máy xăng,Sedan,Xe cũ,90.000 km,Số tự động,Trong nước,Plei Ku - Gia Lai,https://oto.com.vn/mua-ban-xe-mazda-3-gia-lai/connect-auto-ban-e-15-at-sedan-2017-aidxc23364941,375,90000
23324217,Mazda 3 Sedan 1.5L Deluxe 2022,495 triệu,23/09/2025,2022,Máy xăng,Sedan,Xe cũ,42.000 km,Số tự động,Trong nước,Nam Từ Liêm - Hà Nội,https://oto.com.vn/mua-ban-xe-mazda-3-ha-noi/1-chu-gia-em-aidxc23324217,495,42000
23370665,Mazda 3 Sedan 1.5L Luxury 2020,538 triệu,26/09/2025,2020,Máy xăng,Sedan,Xe cũ,30.000 km,Số tự động,Trong nước,Cầu Giấy - Hà Nội,https://oto.com.vn/mua-ban-xe-mazda-3-ha-noi/1-chu-tu-moi-aidxc23370665,538,30000
23372509,Mazda 3 1.5L Sedan 2016,365 triệu,2/10/2025,2016,Máy xăng,Sedan,Xe cũ,86.000 km,Số tự động,Trong nước,Hà Nội,https://oto.com.vn/mua-ban-xe-mazda-3-ha-noi/15-2016-zin-86vankm-so-cua-chua-ha-dep-aidxc23372509,365,86000
23364349,Mazda 3 1.6 AT 2016,360 triệu,11/9/2025,2016,Máy xăng,Sedan,Xe cũ,12.000 km,Số tự động,Nhập khẩu,Long Biên - Hà Nội,https://oto.com.vn/mua-ban-xe-mazda-3-ha-noi/15-at-2016-aidxc23364349,360,12000
